135814	18
135541	18
135574	18
146886	18
187930	18
135608	18
187997	18
136465	18
185256	18
185272	18
67239492	18
187955	18
187971	18
187914	18
135491	18
135525	18
135533	18
204750	18
135517	18
146225	18
135541	18
166975	18
135574	18
187971	18
187955	18
204792	18
204719	18
204693	18
204776	18
204735	18
135814	18
220335	18
135541	18
220418	18
166975	18
220392	18
220392	18
220350	18
220293	18
220376	18
146225	18
166991	18
166975	18
169243	18
135418	18
135442	18
135509	18
135426	18
166934	18
135814	18
881003	25
881011	25
51664	18
881029	25
881037	25
880765	25
880773	25
880781	25
67660	18
880906	25
38729	18
880930	25
81216	18
778	18
95158	25
175299	25
70680	25
42705	18
115865	25
115873	25
175364	25
881060	25
881078	25
881086	25
899476	25
9183	18
9175	18
20396	18
881169	25
51854	18
881193	25
881201	25
881326	25
883496	25
883488	25
53579	18
48884	18
881425	25
881383	25
881334	25
881359	25
175547	25
883504	25
883512	25
11080	18
881474	25
881482	25
881490	25
881508	25
881516	25
881524	25
66944	25
66969	25
70862	25
59345	25
59360	25
176073	25
176081	25
176099	25
176107	25
99887	25
881540	25
881573	25
883405	25
883439	25
119008	25
48108	18
505	18
414	18
72371	18
398	18
61507	18
54742	18
52431	18
61499	18
828	18
729	18
72744	18
52407	18
15933	18
54015	18
39081	18
175901	25
223818	18
223891	18
50542	18
12922	18
1495	18
12914	18
21063	18
31575	18
32565	18
8920	18
816108	18
813675	18
858688	18
51375	18
864637	18
24828	18
143040	18
754150	18
12864	18
41632	18
9704	18
888107	18
21089	18
26054	18
755603	18
68247	18
1032	18
904136	18
72892	18
8920	18
37697	18
52670	18
52704	18
785485	18
79558	18
772855	18
968	18
53066	18
896720	18
85175	18
766923	18
787945	18
861914	18
26336	18
6981	18
47993	18
48025	18
2972	18
18127	18
877399	18
903302	18
885129	18
815399	18
808006	18
778605	18
793760	18
64279	18
762757	18
65979	18
87759	18
165860	18
869354	18
869016	18
82016	18
46334	18
39487	18
398	18
48108	18
869271	18
760702	18
414	18
72371	18
43539	18
72397	18
72090	18
53470	18
810259	18
53512	18
72744	18
39081	18
6999	18
20396	18
7484	18
44370	18
751354	18
53694	18
51698	18
13995	18
14019	18
45989	18
7518	18
816991	18
80085	18
505	18
881151	18
539	18
51730	18
919985	18
763540	18
893008	18
826024	18
9175	18
9183	18
767673	18
26864	18
38125	18
2253	18
879932	18
14324	18
14274	18
763060	18
765412	18
62448	18
72082	18
764548	18
816728	18
771014	18
14043	18
57356	18
54015	18
748715	18
755322	18
873034	18
865048	18
63859	18
906271	18
31880	18
880070	18
760611	18
893057	18
32334	18
23564	18
18259	18
915348	18
823542	18
884494	18
41685	18
70961	18
56143	18
903419	18
918037	18
24976	18
16287	18
69997	18
42705	18
35444	18
913962	18
18614	18
862151	18
764837	18
54668	18
38273	18
54569	18
17392	18
33266	18
815548	18
818732	18
48884	18
74708	18
24786	18
750745	18
54627	18
840470	18
838615	18
12849	18
760090	18
27805	18
132472	18
56598	18
895755	18
869909	18
872481	18
70755	18
70771	18
38398	18
12161	18
26807	18
814764	18
757567	18
70011	18
798421	18
782003	18
10546	18
10009	18
850412	18
43422	18
9894	18
2642	18
49601	18
851014	18
55293	18
813725	18
850693	18
40394	18
151746	18
859629	18
859611	18
823518	18
890848	18
842690	18
842682	18
874628	18
12138	18
16014	18
860940	18
880088	18
860957	18
860965	18
880096	18
880104	18
860908	18
894451	18
860916	18
860924	18
860932	18
39289	18
64170	18
12104	18
80689	18
49213	18
36152	18
34314	18
860148	18
38695	18
1123	18
38711	18
1149	18
77834	18
20826	18
70177	18
70086	18
8185	18
7278	18
796441	18
751073	18
16584	18
97626	18
16030	18
782870	18
133975	18
50245	18
13524	18
756262	18
767533	18
766220	18
832519	18
44909	18
886499	18
77065	18
2907	18
82834	18
49254	18
55988	18
28142	18
816066	18
70979	18
888719	18
31856	18
880484	18
859819	18
880492	18
66373	18
778	18
38836	18
32466	18
22962	18
747709	18
923011	18
823534	18
52407	18
22624	18
5199	18
772608	18
50542	18
755934	18
747253	18
7955	18
133983	18
21535	18
60053	18
57091	18
87296	18
31245	18
23366	18
38984	18
893115	18
60350	18
64980	18
16121	18
16139	18
20941	18
925602	18
768564	18
858456	18
834291	18
52464	18
782094	18
817171	18
86959	18
817072	18
1594	18
57596	18
17954	18
141	18
126599	18
86108	18
82537	18
796003	18
868679	18
924365	18
933754	18
927327	18
827055	18
9530	18
45849	18
81216	18
86421	18
186478	18
15156	18
892471	18
51102	18
60954	18
750588	18
807925	18
3426	18
52548	18
52548	18
924118	18
83147	18
46086	18
11973	18
67785	18
860155	18
828	18
888594	18
68817	18
903534	18
903534	18
50476	18
37739	18
1321	18
39339	18
4838	18
907873	18
749184	18
44867	18
